NAME	TITLE	SCORE	
MAU2	MAU2 sister chromatid cohesion factor [Source:HGNC Symbol;Acc:HGNC:29140]	0.04612728	
SEC23B	SEC23 homolog B, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10702]	0.04611856	
TIMM22	translocase of inner mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:17317]	0.046086326	
ZNF43	zinc finger protein 43 [Source:HGNC Symbol;Acc:HGNC:13109]	0.046070218	
SDHC	succinate dehydrogenase complex subunit C [Source:HGNC Symbol;Acc:HGNC:10682]	0.04606817	
ERBIN	erbb2 interacting protein [Source:HGNC Symbol;Acc:HGNC:15842]	0.04601157	
HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:HGNC Symbol;Acc:HGNC:4803]	0.04599675	
PMS2CL	PMS2 C-terminal like pseudogene [Source:HGNC Symbol;Acc:HGNC:30061]	0.045990672	
TMEM168	transmembrane protein 168 [Source:HGNC Symbol;Acc:HGNC:25826]	0.045987543	
GANC	glucosidase alpha, neutral C [Source:HGNC Symbol;Acc:HGNC:4139]	0.045984764	
CISD2	CDGSH iron sulfur domain 2 [Source:HGNC Symbol;Acc:HGNC:24212]	0.04596653	
SLC25A23	solute carrier family 25 member 23 [Source:HGNC Symbol;Acc:HGNC:19375]	0.04596442	
RNF11	ring finger protein 11 [Source:HGNC Symbol;Acc:HGNC:10056]	0.04594922	
HNRNPC	heterogeneous nuclear ribonucleoprotein C [Source:HGNC Symbol;Acc:HGNC:5035]	0.045928493	
BMPR2	bone morphogenetic protein receptor type 2 [Source:HGNC Symbol;Acc:HGNC:1078]	0.0459173	
CAPZA2	capping actin protein of muscle Z-line subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490]	0.04590511	
ELOVL7	ELOVL fatty acid elongase 7 [Source:HGNC Symbol;Acc:HGNC:26292]	0.045904096	
NIN	ninein [Source:HGNC Symbol;Acc:HGNC:14906]	0.04589833	
TSPAN31	tetraspanin 31 [Source:HGNC Symbol;Acc:HGNC:10539]	0.04588148	
MORN4	MORN repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:24001]	0.04585055	
PHC1P1	polyhomeotic homolog 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:34502]	0.04584956	
FNBP1L	formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851]	0.045829006	
RPL10P16	ribosomal protein L10 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36882]	0.04580735	
SDF4	stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]	0.045806527	
GGCT	gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]	0.045802567	
HNRNPA0	heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030]	0.045799874	
LDLRAP1	low density lipoprotein receptor adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:18640]	0.045790076	
PROSER1	proline and serine rich 1 [Source:HGNC Symbol;Acc:HGNC:20291]	0.045783088	
ATP2C1	ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]	0.045780562	
CARD8	caspase recruitment domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17057]	0.045761943	
NOM1	nucleolar protein with MIF4G domain 1 [Source:HGNC Symbol;Acc:HGNC:13244]	0.04572037	
PLEKHM1	pleckstrin homology and RUN domain containing M1 [Source:HGNC Symbol;Acc:HGNC:29017]	0.045699485	
ZZZ3	zinc finger ZZ-type containing 3 [Source:HGNC Symbol;Acc:HGNC:24523]	0.045691155	
SMIM11	small integral membrane protein 11 [Source:HGNC Symbol;Acc:HGNC:1293]	0.045674898	
AKAP1	A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367]	0.045672853	
ALDH9A1	aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412]	0.045640796	
ATAD2B	ATPase family AAA domain containing 2B [Source:HGNC Symbol;Acc:HGNC:29230]	0.045621414	
CCDC115	coiled-coil domain containing 115 [Source:HGNC Symbol;Acc:HGNC:28178]	0.04559533	
LDHB	lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]	0.04558543	
GOLGA1	golgin A1 [Source:HGNC Symbol;Acc:HGNC:4424]	0.04558429	
OGA	O-GlcNAcase [Source:HGNC Symbol;Acc:HGNC:7056]	0.0455728	
FBXO46	F-box protein 46 [Source:HGNC Symbol;Acc:HGNC:25069]	0.045571383	
CNPY4	canopy FGF signaling regulator 4 [Source:HGNC Symbol;Acc:HGNC:28631]	0.045513727	
CCDC120	coiled-coil domain containing 120 [Source:HGNC Symbol;Acc:HGNC:28910]	0.045508355	
RNF216	ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]	0.045488823	
TMEM115	transmembrane protein 115 [Source:HGNC Symbol;Acc:HGNC:30055]	0.04547049	
CDKN2AIPNL	CDKN2A interacting protein N-terminal like [Source:HGNC Symbol;Acc:HGNC:30545]	0.045465067	
UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:15891]	0.045459375	
XRCC6P2	X-ray repair cross complementing 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45184]	0.045403425	
STAM	signal transducing adaptor molecule [Source:HGNC Symbol;Acc:HGNC:11357]	0.045392107	
TMEM242	transmembrane protein 242 [Source:HGNC Symbol;Acc:HGNC:17206]	0.045385007	
ZNF544	zinc finger protein 544 [Source:HGNC Symbol;Acc:HGNC:16759]	0.045374647	
MRPS14	mitochondrial ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:14049]	0.045362625	
TP53INP1	tumor protein p53 inducible nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:18022]	0.045334663	
GSK3B	glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]	0.04531079	
RFFL	ring finger and FYVE like domain containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:24821]	0.04522477	
STK19	serine/threonine kinase 19 [Source:HGNC Symbol;Acc:HGNC:11398]	0.04521894	
CHM	CHM Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1940]	0.04521517	
PRKCI	protein kinase C iota [Source:HGNC Symbol;Acc:HGNC:9404]	0.045203354	
SLC35E1	solute carrier family 35 member E1 [Source:HGNC Symbol;Acc:HGNC:20803]	0.045162123	
AP1G1	adaptor related protein complex 1 subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:555]	0.045154966	
BNIP3L	BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]	0.045147017	
TMCO4	transmembrane and coiled-coil domains 4 [Source:HGNC Symbol;Acc:HGNC:27393]	0.045146555	
AP4M1	adaptor related protein complex 4 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:574]	0.045114845	
PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]	0.045110498	
TUSC3	tumor suppressor candidate 3 [Source:HGNC Symbol;Acc:HGNC:30242]	0.04508899	
RTF2	replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890]	0.045034155	
TMEM131	transmembrane protein 131 [Source:HGNC Symbol;Acc:HGNC:30366]	0.045029104	
ULK4	unc-51 like kinase 4 [Source:HGNC Symbol;Acc:HGNC:15784]	0.044981442	
NOP58	NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]	0.044885427	
TSPOAP1	TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]	0.044883315	
FAM3A	FAM3 metabolism regulating signaling molecule A [Source:HGNC Symbol;Acc:HGNC:13749]	0.044849083	
C2orf49	chromosome 2 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28772]	0.044816926	
GNPAT	glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416]	0.04481305	
VPS37A	VPS37A subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:24928]	0.044809077	
UQCRC1	ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]	0.04477405	
RPH3AL	rabphilin 3A like (without C2 domains) [Source:HGNC Symbol;Acc:HGNC:10296]	0.04474602	
MEAK7	MTOR associated protein, eak-7 homolog [Source:HGNC Symbol;Acc:HGNC:29325]	0.04473358	
RASA1	RAS p21 protein activator 1 [Source:HGNC Symbol;Acc:HGNC:9871]	0.04472858	
UBXN4	UBX domain protein 4 [Source:HGNC Symbol;Acc:HGNC:14860]	0.044726025	
SRSF10	serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713]	0.044690747	
RC3H1	ring finger and CCCH-type domains 1 [Source:HGNC Symbol;Acc:HGNC:29434]	0.04466761	
UBE2G2	ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]	0.04462774	
MBD6	methyl-CpG binding domain protein 6 [Source:HGNC Symbol;Acc:HGNC:20445]	0.044623856	
ZNF142	zinc finger protein 142 [Source:HGNC Symbol;Acc:HGNC:12927]	0.044621576	
CHIC1	cysteine rich hydrophobic domain 1 [Source:HGNC Symbol;Acc:HGNC:1934]	0.04459992	
COPS5	COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:HGNC:2240]	0.044588342	
RAB1A	RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]	0.04457097	
ZNF776	zinc finger protein 776 [Source:HGNC Symbol;Acc:HGNC:26765]	0.044562608	
RAB11FIP5	RAB11 family interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:24845]	0.0445404	
RPL22	ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]	0.044510923	
EOLA1	endothelium and lymphocyte associated ASCH domain 1 [Source:HGNC Symbol;Acc:HGNC:28089]	0.044509534	
KIAA1191	KIAA1191 [Source:HGNC Symbol;Acc:HGNC:29209]	0.044483718	
SPPL2A	signal peptide peptidase like 2A [Source:HGNC Symbol;Acc:HGNC:30227]	0.04447484	
GAK	cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113]	0.04446972	
ZNF618	zinc finger protein 618 [Source:HGNC Symbol;Acc:HGNC:29416]	0.044462822	
ZFP28	ZFP28 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:17801]	0.044461258	
ZNF134	zinc finger protein 134 [Source:HGNC Symbol;Acc:HGNC:12918]	0.04444217	
ITCH	itchy E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13890]	0.044429142	
GOLGA2P5	GOLGA2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:25315]	0.044428904	
PSMF1	proteasome inhibitor subunit 1 [Source:HGNC Symbol;Acc:HGNC:9571]	0.04442585	
ZNF839	zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]	0.044390958	
H3P6	H3 histone pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:42980]	0.044387706	
CLK1	CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]	0.044355463	
EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1 [Source:HGNC Symbol;Acc:HGNC:24634]	0.04433199	
COIL	coilin [Source:HGNC Symbol;Acc:HGNC:2184]	0.044328164	
PREB	prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356]	0.04430965	
QARS1	glutaminyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9751]	0.04425462	
GCC1	GRIP and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19095]	0.044233974	
EMD	emerin [Source:HGNC Symbol;Acc:HGNC:3331]	0.04423372	
RBFOX2	RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906]	0.044209957	
RMDN1	regulator of microtubule dynamics 1 [Source:HGNC Symbol;Acc:HGNC:24285]	0.044191234	
EIF4A2	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]	0.04413175	
ELL	elongation factor for RNA polymerase II [Source:HGNC Symbol;Acc:HGNC:23114]	0.044130743	
UBQLN4	ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237]	0.044071183	
PCF11	PCF11 cleavage and polyadenylation factor subunit [Source:HGNC Symbol;Acc:HGNC:30097]	0.04404878	
ZCCHC2	zinc finger CCHC-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22916]	0.044048566	
CLTA	clathrin light chain A [Source:HGNC Symbol;Acc:HGNC:2090]	0.044012986	
PGM1	phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]	0.044011682	
REEP4	receptor accessory protein 4 [Source:HGNC Symbol;Acc:HGNC:26176]	0.04397076	
RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:28996]	0.0439618	
TMTC3	transmembrane O-mannosyltransferase targeting cadherins 3 [Source:HGNC Symbol;Acc:HGNC:26899]	0.043961033	
TOB2	transducer of ERBB2, 2 [Source:HGNC Symbol;Acc:HGNC:11980]	0.043925513	
GLYR1	glyoxylate reductase 1 homolog [Source:HGNC Symbol;Acc:HGNC:24434]	0.04390597	
MFSD11	major facilitator superfamily domain containing 11 [Source:HGNC Symbol;Acc:HGNC:25458]	0.043836936	
NVL	nuclear VCP like [Source:HGNC Symbol;Acc:HGNC:8070]	0.04375626	
ZNF599	zinc finger protein 599 [Source:HGNC Symbol;Acc:HGNC:26408]	0.043747	
MRPL24	mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]	0.04370745	
METAP2	methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:16672]	0.043685995	
EPM2AIP1	EPM2A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19735]	0.04367371	
ZNF583	zinc finger protein 583 [Source:HGNC Symbol;Acc:HGNC:26427]	0.043649152	
KCTD3	potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305]	0.043623995	
ZNF347	zinc finger protein 347 [Source:HGNC Symbol;Acc:HGNC:16447]	0.043597218	
CTSA	cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251]	0.043597136	
ABCD3	ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67]	0.043579977	
NSD1	nuclear receptor binding SET domain protein 1 [Source:HGNC Symbol;Acc:HGNC:14234]	0.043573264	
MEF2D	myocyte enhancer factor 2D [Source:HGNC Symbol;Acc:HGNC:6997]	0.04352985	
ENOX2	ecto-NOX disulfide-thiol exchanger 2 [Source:HGNC Symbol;Acc:HGNC:2259]	0.043518953	
SIVA1	SIVA1 apoptosis inducing factor [Source:HGNC Symbol;Acc:HGNC:17712]	0.043504212	
FOXL2NB	FOXL2 neighbor [Source:HGNC Symbol;Acc:HGNC:34428]	0.04345394	
TMEM254	transmembrane protein 254 [Source:HGNC Symbol;Acc:HGNC:25804]	0.043451674	
LINC00888	long intergenic non-protein coding RNA 888 [Source:HGNC Symbol;Acc:HGNC:48575]	0.043433826	
ENO2	enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353]	0.043432817	
ZMAT1	zinc finger matrin-type 1 [Source:HGNC Symbol;Acc:HGNC:29377]	0.043432485	
SYAP1	synapse associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16273]	0.04342063	
ZNF354C	zinc finger protein 354C [Source:HGNC Symbol;Acc:HGNC:16736]	0.043418758	
POLDIP3	DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782]	0.043344453	
PRDX4	peroxiredoxin 4 [Source:HGNC Symbol;Acc:HGNC:17169]	0.043312725	
IRF9	interferon regulatory factor 9 [Source:HGNC Symbol;Acc:HGNC:6131]	0.043299276	
SLC66A2	solute carrier family 66 member 2 [Source:HGNC Symbol;Acc:HGNC:26188]	0.0432924	
DNAI3	dynein axonemal intermediate chain 3 [Source:HGNC Symbol;Acc:HGNC:30711]	0.04328187	
TMEM167A	transmembrane protein 167A [Source:HGNC Symbol;Acc:HGNC:28330]	0.04326037	
SYK	spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]	0.043251753	
SNUPN	snurportin 1 [Source:HGNC Symbol;Acc:HGNC:14245]	0.043233648	
CTNNB1	catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]	0.04322971	
KLF3	KLF transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:16516]	0.043227397	
WDR33	WD repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:25651]	0.043205608	
ZNF318	zinc finger protein 318 [Source:HGNC Symbol;Acc:HGNC:13578]	0.043172065	
SDHA	succinate dehydrogenase complex flavoprotein subunit A [Source:HGNC Symbol;Acc:HGNC:10680]	0.043134607	
EVA1C	eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]	0.043133393	
SCPEP1	serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:29507]	0.0431273	
ZNF621	zinc finger protein 621 [Source:HGNC Symbol;Acc:HGNC:24787]	0.04312675	
XPO5	exportin 5 [Source:HGNC Symbol;Acc:HGNC:17675]	0.043123096	
FAM162A	family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865]	0.04311136	
KDM6A	lysine demethylase 6A [Source:HGNC Symbol;Acc:HGNC:12637]	0.043102115	
KRAS	KRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:6407]	0.043083448	
PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2 [Source:HGNC Symbol;Acc:HGNC:9288]	0.043076903	
CPSF4	cleavage and polyadenylation specific factor 4 [Source:HGNC Symbol;Acc:HGNC:2327]	0.043070495	
CETN3	centrin 3 [Source:HGNC Symbol;Acc:HGNC:1868]	0.043069024	
MTPN	myotrophin [Source:HGNC Symbol;Acc:HGNC:15667]	0.043059472	
NEURL1	neuralized E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:7761]	0.04305041	
FMNL2	formin like 2 [Source:HGNC Symbol;Acc:HGNC:18267]	0.043004863	
AP3M1	adaptor related protein complex 3 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:569]	0.042952087	
TMC4	transmembrane channel like 4 [Source:HGNC Symbol;Acc:HGNC:22998]	0.04294507	
BAZ1B	bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]	0.04289852	
LRIG2	leucine rich repeats and immunoglobulin like domains 2 [Source:HGNC Symbol;Acc:HGNC:20889]	0.042887095	
CAB39	calcium binding protein 39 [Source:HGNC Symbol;Acc:HGNC:20292]	0.04283287	
MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]	0.04281575	
DYNC2I1	dynein 2 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:21862]	0.042810578	
CDC42SE1	CDC42 small effector 1 [Source:HGNC Symbol;Acc:HGNC:17719]	0.042802103	
MANBAL	mannosidase beta like [Source:HGNC Symbol;Acc:HGNC:15799]	0.042747922	
DDX19A	DEAD-box helicase 19A [Source:HGNC Symbol;Acc:HGNC:25628]	0.042729363	
SPATA20	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]	0.04271784	
UXS1	UDP-glucuronate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:17729]	0.042700596	
TUBGCP6	tubulin gamma complex associated protein 6 [Source:HGNC Symbol;Acc:HGNC:18127]	0.042692836	
PBX2	PBX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8633]	0.042642564	
USP40	ubiquitin specific peptidase 40 [Source:HGNC Symbol;Acc:HGNC:20069]	0.042636316	
RFX1	regulatory factor X1 [Source:HGNC Symbol;Acc:HGNC:9982]	0.0426111	
WIPI2	WD repeat domain, phosphoinositide interacting 2 [Source:HGNC Symbol;Acc:HGNC:32225]	0.04260229	
PHETA1	PH domain containing endocytic trafficking adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26509]	0.042592272	
NFS1	NFS1 cysteine desulfurase [Source:HGNC Symbol;Acc:HGNC:15910]	0.042575024	
ZNF131	zinc finger protein 131 [Source:HGNC Symbol;Acc:HGNC:12915]	0.042554237	
RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168]	0.042547353	
MTREX	Mtr4 exosome RNA helicase [Source:HGNC Symbol;Acc:HGNC:18734]	0.042537183	
CD9	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]	0.042522926	
GARRE1	granule associated Rac and RHOG effector 1 [Source:HGNC Symbol;Acc:HGNC:29016]	0.042505004	
TPI1	triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]	0.04248079	
MFN2	mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]	0.042404197	
IMPDH2	inosine monophosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053]	0.042378858	
LZTS2	leucine zipper tumor suppressor 2 [Source:HGNC Symbol;Acc:HGNC:29381]	0.04235957	
CRBN	cereblon [Source:HGNC Symbol;Acc:HGNC:30185]	0.042321038	
MAD2L2	mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]	0.042300094	
FKBP8	FKBP prolyl isomerase 8 [Source:HGNC Symbol;Acc:HGNC:3724]	0.042274334	
CDC16	cell division cycle 16 [Source:HGNC Symbol;Acc:HGNC:1720]	0.04227405	
EXOC3	exocyst complex component 3 [Source:HGNC Symbol;Acc:HGNC:30378]	0.042261396	
PPIL2	peptidylprolyl isomerase like 2 [Source:HGNC Symbol;Acc:HGNC:9261]	0.042246904	
ZNF227	zinc finger protein 227 [Source:HGNC Symbol;Acc:HGNC:13020]	0.042204686	
ATP5MC2P4	ATP5MC2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:42188]	0.042197064	
ERCC5	ERCC excision repair 5, endonuclease [Source:HGNC Symbol;Acc:HGNC:3437]	0.042196922	
MTERF4	mitochondrial transcription termination factor 4 [Source:HGNC Symbol;Acc:HGNC:28785]	0.042195268	
ZNF773	zinc finger protein 773 [Source:HGNC Symbol;Acc:HGNC:30487]	0.04218453	
ANAPC5	anaphase promoting complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:15713]	0.04215356	
GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2 [Source:HGNC Symbol;Acc:HGNC:16064]	0.04212945	
FN3K	fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]	0.04209218	
ABRAXAS2	abraxas 2, BRISC complex subunit [Source:HGNC Symbol;Acc:HGNC:28975]	0.04207963	
MAPKAP1	MAPK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18752]	0.04207746	
DLD	dihydrolipoamide dehydrogenase [Source:HGNC Symbol;Acc:HGNC:2898]	0.042036746	
RABL2B	RAB, member of RAS oncogene family like 2B [Source:HGNC Symbol;Acc:HGNC:9800]	0.042021714	
ZNF684	zinc finger protein 684 [Source:HGNC Symbol;Acc:HGNC:28418]	0.042007927	
VAPB	VAMP associated protein B and C [Source:HGNC Symbol;Acc:HGNC:12649]	0.04199142	
CCNL2	cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]	0.041983437	
ATP6V1G1	ATPase H+ transporting V1 subunit G1 [Source:HGNC Symbol;Acc:HGNC:864]	0.041983303	
CAND2	cullin associated and neddylation dissociated 2 (putative) [Source:HGNC Symbol;Acc:HGNC:30689]	0.041977625	
ZNF529	zinc finger protein 529 [Source:HGNC Symbol;Acc:HGNC:29328]	0.04197293	
LINC00847	long intergenic non-protein coding RNA 847 [Source:HGNC Symbol;Acc:HGNC:45050]	0.04196981	
ABHD14B	abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:HGNC:28235]	0.041959878	
ZNF555	zinc finger protein 555 [Source:HGNC Symbol;Acc:HGNC:28382]	0.041852295	
RAE1	ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]	0.041813802	
C6orf89	chromosome 6 open reading frame 89 [Source:HGNC Symbol;Acc:HGNC:21114]	0.04179302	
ATG4A	autophagy related 4A cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16489]	0.041783527	
DDX24	DEAD-box helicase 24 [Source:HGNC Symbol;Acc:HGNC:13266]	0.041766353	
BIN3	bridging integrator 3 [Source:HGNC Symbol;Acc:HGNC:1054]	0.041757632	
ABITRAM	actin binding transcription modulator [Source:HGNC Symbol;Acc:HGNC:1364]	0.0417568	
PLD2	phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]	0.041705266	
ELL2	elongation factor for RNA polymerase II 2 [Source:HGNC Symbol;Acc:HGNC:17064]	0.041656043	
NCOA1	nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:7668]	0.04165347	
RANBP1	RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847]	0.041648842	
USP9X	ubiquitin specific peptidase 9 X-linked [Source:HGNC Symbol;Acc:HGNC:12632]	0.041617837	
IL17RE	interleukin 17 receptor E [Source:HGNC Symbol;Acc:HGNC:18439]	0.04159325	
BTBD2	BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15504]	0.041553497	
RILPL1	Rab interacting lysosomal protein like 1 [Source:HGNC Symbol;Acc:HGNC:26814]	0.04154702	
ARHGEF26	Rho guanine nucleotide exchange factor 26 [Source:HGNC Symbol;Acc:HGNC:24490]	0.04152147	
CUL4A	cullin 4A [Source:HGNC Symbol;Acc:HGNC:2554]	0.041478597	
DSTYK	dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:HGNC:29043]	0.04143686	
PPP1R37	protein phosphatase 1 regulatory subunit 37 [Source:HGNC Symbol;Acc:HGNC:27607]	0.041431267	
TRIM27	tripartite motif containing 27 [Source:HGNC Symbol;Acc:HGNC:9975]	0.04141571	
SNAPC4	small nuclear RNA activating complex polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:11137]	0.041409787	
ZFP30	ZFP30 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:29555]	0.04140878	
MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]	0.04140318	
GAPVD1	GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]	0.041351356	
ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]	0.0413418	
ALDH5A1	aldehyde dehydrogenase 5 family member A1 [Source:HGNC Symbol;Acc:HGNC:408]	0.04133559	
AP3S2	adaptor related protein complex 3 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:571]	0.04133184	
AMMECR1	AMMECR nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:467]	0.04131905	
PTBP1	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]	0.04130257	
CNOT6LP1	CNOT6L pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32355]	0.041288957	
MCPH1	microcephalin 1 [Source:HGNC Symbol;Acc:HGNC:6954]	0.041276794	
FAM50A	family with sequence similarity 50 member A [Source:HGNC Symbol;Acc:HGNC:18786]	0.04126408	
STRBP	spermatid perinuclear RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16462]	0.04125648	
RPL32P18	ribosomal protein L32 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:36301]	0.04124432	
PARP2	poly(ADP-ribose) polymerase 2 [Source:HGNC Symbol;Acc:HGNC:272]	0.04124313	
SYT17	synaptotagmin 17 [Source:HGNC Symbol;Acc:HGNC:24119]	0.041220695	
